24
32.5801	-52.7876	0.1369
32.5786	-52.7892	0.1380
32.5784	-52.7845	0.1411
32.5812	-52.7852	0.1393
32.5782	-52.7863	0.1394
32.5791	-52.7852	0.1354
32.5788	-52.7841	0.1414
32.5788	-52.7817	0.1375
32.5745	-52.7833	0.1359
32.5815	-52.7854	0.1327
32.5822	-52.7841	0.1358
32.5839	-52.7826	0.1361
32.5820	-52.7852	0.1339
32.5800	-52.7863	0.1325
32.5792	-52.7845	0.1416
32.5807	-52.7834	0.1395
32.5778	-52.7846	0.1412
32.5792	-52.7843	0.1371
32.5794	-52.7833	0.1406
32.5806	-52.7841	0.1411
32.5800	-52.7863	0.1380
32.5785	-52.7840	0.1368
32.5811	-52.7848	0.1412
32.5828	-52.7863	0.1356
